,gene_symbol,myAUC,myDiff,power,cluster #
3840,SLC39A8,0.726,1.665669,0.226,37
3841,LTBP4,0.715,1.659100,0.215,37
3842,ARPC1B,0.754,1.646160,0.254,37
3843,CSRP2,0.769,1.644461,0.269,37
3844,FLI1,0.748,1.643560,0.248,37
3845,AGRN,0.769,1.641418,0.269,37
3846,ARL4A,0.765,1.635757,0.265,37
3847,TCF4,0.826,1.630606,0.326,37
3848,CLEC14A,0.724,1.627629,0.224,37
3849,RASIP1,0.742,1.626477,0.242,37
3850,APP,0.858,1.625496,0.358,37
3851,CTNNB1,0.815,1.624392,0.315,37
3852,ARHGAP29,0.757,1.621671,0.257,37
3853,RHOB,0.765,1.620359,0.265,37
3854,MYO1B,0.744,1.616759,0.244,37
3855,KANK3,0.738,1.614200,0.238,37
3856,ITGA1,0.739,1.600712,0.239,37
3857,UACA,0.745,1.596853,0.245,37
3858,CDKN1A,0.737,1.596169,0.237,37
3859,NFKBIA,0.767,1.588506,0.267,37
3860,LMO2,0.739,1.587364,0.239,37
3861,ABLIM1,0.817,1.586307,0.317,37
3862,TPM3-RS7,0.753,1.572490,0.253,37
3863,CTSH,0.736,1.560486,0.236,37
3864,ID3,0.798,1.551172,0.298,37
3865,SLC3A2,0.803,1.550705,0.303,37
3866,ITGA6,0.721,1.549646,0.221,37
3867,ABCG2,0.719,1.534372,0.219,37
3868,EMCN,0.734,1.531817,0.234,37
3869,TMEM252,0.712,1.530900,0.212,37
3870,PTPRG,0.737,1.520704,0.237,37
3871,TAGLN2,0.736,1.519652,0.236,37
3872,S1PR1,0.730,1.512398,0.230,37
3873,SDPR,0.706,1.511013,0.206,37
3874,UTRN,0.727,1.510283,0.227,37
3875,SLC40A1,0.725,1.509780,0.225,37
3876,ID1,0.737,1.507196,0.237,37
3877,CD200,0.755,1.505153,0.255,37
3878,EOGT,0.710,1.504481,0.210,37
3879,PLS3,0.716,1.490015,0.216,37
3880,ATOX1,0.781,1.479614,0.281,37
3881,HSPG2,0.709,1.475721,0.209,37
3882,CGNL1,0.724,1.470055,0.224,37
3883,RHOC,0.718,1.454245,0.218,37
3884,ADAM10,0.752,1.454056,0.252,37
3885,CYB5R3,0.744,1.446513,0.244,37
3886,GIMAP6,0.708,1.440910,0.208,37
3887,LAPTM4A,0.788,1.437107,0.288,37
3888,ZFP36L1,0.757,1.431819,0.257,37
3889,FOXP1,0.728,1.428272,0.228,37
3890,GNB4,0.709,1.426711,0.209,37
3891,LRRC58,0.804,1.426417,0.304,37
3892,WWTR1,0.733,1.425046,0.233,37
3893,LSR,0.717,1.424805,0.217,37
3894,REEP3,0.734,1.421046,0.234,37
3895,CNN2,0.719,1.419514,0.219,37
3896,ANXA5,0.720,1.413657,0.220,37
3897,RHOJ,0.724,1.411383,0.224,37
3898,H2-D1,0.720,1.410003,0.220,37
3899,CLIC4,0.725,1.395593,0.225,37
3900,PFN1,0.761,1.389536,0.261,37
3901,ACTN4,0.759,1.381403,0.259,37
3902,MYO10,0.759,1.373926,0.259,37
3903,ROBO4,0.704,1.372148,0.204,37
3904,TMSB10,0.793,1.367258,0.293,37
3905,CLIC1,0.710,1.356832,0.210,37
3906,ABHD2,0.706,1.345547,0.206,37
3907,PTBP3,0.704,1.338826,0.204,37
3908,LEF1,0.706,1.336777,0.206,37
3909,LAMC1,0.704,1.334944,0.204,37
3910,S100A13,0.702,1.331773,0.202,37
3911,RBMS1,0.704,1.324417,0.204,37
3912,GPCPD1,0.736,1.311359,0.236,37
3913,RALB,0.706,1.301303,0.206,37
3914,TPM3,0.740,1.300676,0.240,37
3915,LIMCH1,0.727,1.300556,0.227,37
3916,QK,0.738,1.296033,0.238,37
3917,MAOA,0.703,1.294644,0.203,37
3918,LRP8,0.711,1.293956,0.211,37
3919,NFIB,0.713,1.286120,0.213,37
3920,FERMT2,0.723,1.282462,0.223,37
3921,SERINC3,0.766,1.277661,0.266,37
3922,TPM1,0.733,1.268704,0.233,37
3923,OSTF1,0.712,1.264445,0.212,37
3924,PODXL,0.738,1.258107,0.238,37
3925,DOCK9,0.706,1.254311,0.206,37
3926,PPFIBP1,0.702,1.247757,0.202,37
3927,SELM,0.718,1.243887,0.218,37
3928,IQGAP1,0.718,1.237155,0.218,37
3929,NOTCH1,0.701,1.224235,0.201,37
3930,WASF2,0.701,1.195270,0.201,37
3931,KLF6,0.703,1.182019,0.203,37
3932,RAC1,0.723,1.178323,0.223,37
3933,HES1,0.708,1.178252,0.208,37
3934,SYNM,0.715,1.159417,0.215,37
3935,HIP1,0.712,1.133942,0.212,37
3936,ARPC3,0.705,1.129207,0.205,37
3937,GPX1,0.718,1.126453,0.218,37
3938,TNFAIP1,0.702,1.126067,0.202,37
3939,ACTN1,0.703,1.105354,0.203,37
3940,MYH10,0.715,1.105079,0.215,37
3941,CAPNS1,0.712,1.100011,0.212,37
3942,HSP90AB1,0.823,1.063223,0.323,37
3943,ITM2B,0.775,1.046377,0.275,37
3944,CTNNA1,0.735,1.045557,0.235,37
3945,ARPC5,0.714,1.035917,0.214,37
3946,ARPC2,0.741,1.002383,0.241,37
3947,GNB2,0.709,1.000695,0.209,37
3948,CD2AP,0.705,1.000147,0.205,37
3949,GNB1,0.250,-1.474782,0.250,37
3950,TMA7,0.293,-1.657448,0.207,37
3951,HSP90AA1,0.188,-1.688760,0.312,37
3952,ANP32E,0.287,-1.782614,0.213,37
3953,HMGN1,0.187,-1.810023,0.313,37
3954,EPB4.1,0.297,-1.825915,0.203,37
3955,CNGA1,0.245,-1.839320,0.255,37
3956,CRX,0.298,-1.856625,0.202,37
3957,CKB,0.258,-1.875027,0.242,37
3958,SNAP25,0.270,-1.886785,0.230,37
3959,PDE6A,0.291,-1.892818,0.209,37
3960,NEUROD1,0.252,-1.945246,0.248,37
3961,SYT1,0.264,-1.950146,0.236,37
3962,AIPL1,0.279,-1.961332,0.221,37
3963,UNC119,0.213,-1.984213,0.287,37
3964,FAM57B,0.260,-1.996296,0.240,37
3965,RS1,0.242,-1.998138,0.258,37
3966,MGARP,0.241,-2.018440,0.259,37
3967,ROM1,0.207,-2.054687,0.293,37
3968,RCVRN,0.204,-2.079733,0.296,37
3969,GNAT1,0.187,-2.113967,0.313,37
3970,NRL,0.235,-2.122317,0.265,37
3971,SLC24A1,0.248,-2.125249,0.252,37
3972,RP1,0.211,-2.136068,0.289,37
3973,PRPH2,0.177,-2.140244,0.323,37
3974,PDE6B,0.206,-2.170048,0.294,37
3975,NR2E3,0.229,-2.230401,0.271,37
3976,PDE6G,0.181,-2.259370,0.319,37
3977,TULP1,0.177,-2.260649,0.323,37
3978,PDC,0.154,-2.296981,0.346,37
3979,RHO,0.144,-2.311761,0.356,37
3980,A930011O12RIK,0.240,-2.318021,0.260,37
3981,GNGT1,0.142,-2.329702,0.358,37
3982,SAG,0.136,-2.357981,0.364,37
3983,RPGRIP1,0.210,-2.484476,0.290,37
3988,RGS5,0.992,5.501167,0.492,38
3989,MGP,0.992,4.465241,0.492,38
3990,IGFBP7,0.966,4.035969,0.466,38
3991,COL4A1,0.974,3.632199,0.474,38
3992,CALD1,0.989,3.427224,0.489,38
3993,COL4A2,0.925,3.164541,0.425,38
3994,ATP1A2,0.916,3.153645,0.416,38
3995,SERPINE2,0.867,3.078251,0.367,38
3996,ASPN,0.904,3.066492,0.404,38
3997,KCNJ8,0.801,2.949732,0.301,38
3998,ABCC9,0.825,2.914127,0.325,38
3999,ITGA1,0.880,2.901163,0.380,38
4000,NID1,0.887,2.865895,0.387,38
4001,MYL9,0.848,2.784330,0.348,38
4002,SPARCL1,0.921,2.771803,0.421,38
4003,HIGD1B,0.841,2.751780,0.341,38
4004,FSTL1,0.836,2.746793,0.336,38
4005,ITGB1,0.843,2.690748,0.343,38
4006,ITIH5,0.713,2.661303,0.213,38
4007,GNG11,0.837,2.649734,0.337,38
4008,COL1A2,0.814,2.596983,0.314,38
4009,COL3A1,0.785,2.565582,0.285,38
4010,PDGFRB,0.856,2.494842,0.356,38
4011,GJC1,0.829,2.453495,0.329,38
4012,TM4SF1,0.768,2.425629,0.268,38
4013,CRIP1,0.720,2.420014,0.220,38
4014,IFITM3,0.799,2.413464,0.299,38
4015,CSPG4,0.761,2.403481,0.261,38
4016,SPARC,0.940,2.383060,0.440,38
4017,MYO1B,0.795,2.250938,0.295,38
4018,MYL12A,0.804,2.246027,0.304,38
4019,SERPINH1,0.794,2.240935,0.294,38
4020,MCAM,0.768,2.235239,0.268,38
4021,ART3,0.769,2.225034,0.269,38
4022,CASQ2,0.730,2.198628,0.230,38
4023,LAMA4,0.752,2.197344,0.252,38
4024,LAMB1,0.765,2.179149,0.265,38
4025,TPM4,0.786,2.173681,0.286,38
4026,CD248,0.769,2.172865,0.269,38
4027,TPM1,0.728,2.168649,0.228,38
4028,LAMC1,0.806,2.152352,0.306,38
4029,ETS1,0.744,2.113024,0.244,38
4030,GJA4,0.714,2.090454,0.214,38
4031,TIMP3,0.753,2.075556,0.253,38
4032,CFH,0.713,2.068239,0.213,38
4033,EDNRA,0.777,2.041461,0.277,38
4034,NDUFA4L2,0.790,2.032572,0.290,38
4035,SEPT7,0.903,2.026055,0.403,38
4036,EBF1,0.805,2.024674,0.305,38
4037,PTRF,0.720,2.024501,0.220,38
4038,NOTCH3,0.722,2.014656,0.222,38
4039,SEPT11,0.798,2.003902,0.298,38
4040,PLAT,0.750,2.002567,0.250,38
4041,S1PR3,0.755,1.999823,0.255,38
4042,UACA,0.729,1.995204,0.229,38
4043,MYH9,0.760,1.981694,0.260,38
4044,RGS4,0.741,1.980531,0.241,38
4045,FLNA,0.708,1.979751,0.208,38
4046,NAALAD2,0.753,1.962642,0.253,38
4047,S100A11,0.743,1.951513,0.243,38
4048,NRP1,0.785,1.946284,0.285,38
4049,SEPT4,0.805,1.932384,0.305,38
4050,BGN,0.745,1.895552,0.245,38
4051,PPIC,0.751,1.881210,0.251,38
4052,PCDH18,0.743,1.866156,0.243,38
4053,MAGED2,0.752,1.849301,0.252,38
4054,CNN2,0.721,1.848057,0.221,38
4055,NBL1,0.737,1.837023,0.237,38
4056,MARCKS,0.837,1.808142,0.337,38
4057,VIM,0.745,1.769597,0.245,38
4058,ARHGDIB,0.705,1.769381,0.205,38
4059,B2M,0.735,1.764019,0.235,38
4060,ADAP2,0.706,1.740003,0.206,38
4061,EPAS1,0.760,1.738220,0.260,38
4062,NR2F2,0.741,1.729772,0.241,38
4063,UTRN,0.712,1.709004,0.212,38
4064,ID3,0.737,1.706232,0.237,38
4065,GUCY1A3,0.798,1.705109,0.298,38
4066,ACTB,0.929,1.685265,0.429,38
4067,LAPTM4A,0.815,1.676642,0.315,38
4068,RHOB,0.727,1.667873,0.227,38
4069,RBMS1,0.708,1.644134,0.208,38
4070,LRRC58,0.827,1.640398,0.327,38
4071,MEF2C,0.712,1.640375,0.212,38
4072,CCDC80,0.713,1.628830,0.213,38
4073,ANXA5,0.715,1.584120,0.215,38
4074,ITM2B,0.851,1.582958,0.351,38
4075,FERMT2,0.705,1.565111,0.205,38
4076,CD63,0.718,1.561257,0.218,38
4077,MFGE8,0.772,1.548767,0.272,38
4078,WLS,0.702,1.535632,0.202,38
4079,MPRIP,0.725,1.530097,0.225,38
4080,SERINC3,0.738,1.514550,0.238,38
4081,SLC12A2,0.722,1.511126,0.222,38
4082,LHFP,0.701,1.509888,0.201,38
4083,GINM1,0.703,1.495549,0.203,38
4084,CD81,0.819,1.485171,0.319,38
4085,VTN,0.735,1.473185,0.235,38
4086,APP,0.793,1.469747,0.293,38
4087,RAC1,0.714,1.426087,0.214,38
4088,TNFAIP1,0.705,1.405605,0.205,38
4089,OAZ2,0.706,1.349629,0.206,38
4090,NREP,0.759,1.298044,0.259,38
4091,PTEN,0.719,1.252699,0.219,38
4092,TMSB4X,0.772,1.138718,0.272,38
4093,SPTBN1,0.716,1.048742,0.216,38
4094,LAMP1,0.737,1.039290,0.237,38
4095,D4WSU53E,0.298,-1.146991,0.202,38
4096,SNAP25,0.296,-1.457235,0.204,38
4097,HSP90AA1,0.203,-1.509721,0.297,38
4098,MGARP,0.250,-1.523003,0.250,38
4099,NEUROD1,0.277,-1.532473,0.223,38
4100,HMGN1,0.188,-1.744434,0.312,38
4101,SLC24A1,0.267,-1.817590,0.233,38
4102,TMA7,0.271,-1.832750,0.229,38
4103,FAM57B,0.267,-1.841072,0.233,38
4104,SYT1,0.265,-1.845972,0.235,38
4105,CRX,0.292,-1.876962,0.208,38
4106,ELOVL4,0.297,-1.878393,0.203,38
4107,CKB,0.250,-1.883214,0.250,38
4108,UNC119,0.220,-1.904351,0.280,38
4109,NDUFA4,0.220,-1.957810,0.280,38
4110,MPP4,0.295,-1.968298,0.205,38
4111,AIPL1,0.278,-1.972794,0.222,38
4112,EPB4.1,0.279,-2.013098,0.221,38
4113,GNB1,0.192,-2.027415,0.308,38
4114,NR2E3,0.232,-2.098991,0.268,38
4115,1810009A15RIK,0.291,-2.121394,0.209,38
4116,PDE6G,0.188,-2.141490,0.312,38
4117,PDE6A,0.274,-2.163994,0.226,38
4118,NRL,0.233,-2.193383,0.267,38
4119,CNGB1,0.282,-2.220351,0.218,38
4120,RS1,0.227,-2.230808,0.273,38
4121,TULP1,0.179,-2.310206,0.321,38
4122,CNGA1,0.225,-2.318757,0.275,38
4123,RCVRN,0.188,-2.319052,0.312,38
4124,RP1,0.201,-2.341225,0.299,38
4125,RHO,0.153,-2.379167,0.347,38
4126,RPGRIP1,0.215,-2.390692,0.285,38
4127,PDC,0.147,-2.404465,0.353,38
4128,A930011O12RIK,0.231,-2.444744,0.269,38
4129,GNAT1,0.174,-2.450650,0.326,38
4130,SAG,0.140,-2.497791,0.360,38
4131,PDE6B,0.194,-2.533895,0.306,38
4132,PRPH2,0.151,-2.581111,0.349,38
4133,ROM1,0.175,-2.590215,0.325,38
4134,GNGT1,0.133,-2.660261,0.367,38
4139,CTSS,0.978,4.653922,0.478,39
4140,HEXB,0.976,4.292110,0.476,39
4141,C1QB,0.970,3.878037,0.470,39
4142,C1QC,0.948,3.834225,0.448,39
4143,APOE,0.962,3.754892,0.462,39
4144,C1QA,0.948,3.723967,0.448,39
4145,CCL4,0.754,3.720710,0.254,39
4146,B2M,0.938,3.647541,0.438,39
4147,CX3CR1,0.903,3.520550,0.403,39
4148,LY86,0.903,3.481497,0.403,39
4149,P2RY12,0.880,3.398210,0.380,39
4150,CCL3,0.791,3.365822,0.291,39
4151,SEPP1,0.916,3.341246,0.416,39
4152,CSF1R,0.895,3.191319,0.395,39
4153,LAPTM5,0.903,3.170011,0.403,39
4154,ZFP36,0.875,3.154473,0.375,39
4155,TYROBP,0.873,3.084486,0.373,39
4156,JUNB,0.862,3.023664,0.362,39
4157,NFKBIA,0.805,3.015364,0.305,39
4158,KLF2,0.729,2.944302,0.229,39
4159,SIGLECH,0.880,2.904145,0.380,39
4160,ATF3,0.751,2.874536,0.251,39
4161,TREM2,0.851,2.847238,0.351,39
4162,JUN,0.901,2.800797,0.401,39
4163,CTSD,0.895,2.785069,0.395,39
4164,RHOB,0.863,2.668613,0.363,39
4165,SGK1,0.791,2.595234,0.291,39
4166,FCER1G,0.820,2.594593,0.320,39
4167,SELPLG,0.791,2.583273,0.291,39
4168,MPEG1,0.806,2.561161,0.306,39
4169,TMSB4X,0.978,2.518332,0.478,39
4170,GPR34,0.776,2.484680,0.276,39
4171,SERPINE2,0.851,2.447607,0.351,39
4172,SPARC,0.906,2.436520,0.406,39
4173,GRN,0.813,2.425319,0.313,39
4174,IER5,0.773,2.410207,0.273,39
4175,NPC2,0.832,2.385903,0.332,39
4176,LGMN,0.952,2.385703,0.452,39
4177,KLF6,0.744,2.379144,0.244,39
4178,LYZ2,0.746,2.374372,0.246,39
4179,EGR1,0.834,2.333774,0.334,39
4180,FCGR3,0.776,2.313824,0.276,39
4181,RGS2,0.803,2.307229,0.303,39
4182,4632428N05RIK,0.768,2.250471,0.268,39
4183,CTSZ,0.821,2.233623,0.321,39
4184,CST3,0.964,2.231930,0.464,39
4185,ITGAM,0.752,2.200036,0.252,39
4186,ACTB,0.956,2.193357,0.456,39
4187,FYB,0.773,2.190362,0.273,39
4188,TGFBR1,0.766,2.176746,0.266,39
4189,KCTD12,0.757,2.169558,0.257,39
4190,UNC93B1,0.746,2.159913,0.246,39
4191,AIF1,0.754,2.148845,0.254,39
4192,CYBA,0.759,2.143158,0.259,39
4193,MAFB,0.725,2.130408,0.225,39
4194,CTSB,0.900,2.106910,0.400,39
4195,H2-D1,0.755,2.100278,0.255,39
4196,DUSP1,0.721,2.084336,0.221,39
4197,RNASE4,0.716,2.084032,0.216,39
4198,SERINC3,0.830,2.075356,0.330,39
4199,PTGS1,0.739,2.071713,0.239,39
4200,FCRLS,0.746,2.055869,0.246,39
4201,UBC,0.834,2.024625,0.334,39
4202,LAIR1,0.737,2.014039,0.237,39
4203,H2-K1,0.719,2.013817,0.219,39
4204,CTSL,0.887,2.003522,0.387,39
4205,LY6E,0.764,2.000438,0.264,39
4206,ITGB5,0.740,1.998945,0.240,39
4207,PSAP,0.854,1.998267,0.354,39
4208,SAT1,0.739,1.997578,0.239,39
4209,LTC4S,0.731,1.992351,0.231,39
4210,ARPC1B,0.736,1.989627,0.236,39
4211,MARCKS,0.877,1.984915,0.377,39
4212,CD53,0.716,1.979296,0.216,39
4213,LRRC58,0.877,1.965416,0.377,39
4214,APBB1IP,0.709,1.956031,0.209,39
4215,BTG2,0.755,1.955286,0.255,39
4216,PLEK,0.711,1.946862,0.211,39
4217,RGS10,0.737,1.924107,0.237,39
4218,IER2,0.721,1.912803,0.221,39
4219,PLXDC2,0.738,1.910001,0.238,39
4220,F11R,0.714,1.890608,0.214,39
4221,IRF8,0.701,1.868279,0.201,39
4222,PLD4,0.731,1.865511,0.231,39
4223,CTSA,0.754,1.835910,0.254,39
4224,FOS,0.723,1.826721,0.223,39
4225,MAF,0.714,1.823466,0.214,39
4226,ITM2B,0.917,1.811843,0.417,39
4227,CD9,0.765,1.806437,0.265,39
4228,IFNGR1,0.742,1.805089,0.242,39
4229,JUND,0.756,1.804582,0.256,39
4230,LPCAT2,0.767,1.791338,0.267,39
4231,CTSH,0.725,1.784451,0.225,39
4232,MERTK,0.706,1.779292,0.206,39
4233,TRF,0.720,1.778704,0.220,39
4234,CD81,0.808,1.768962,0.308,39
4235,CLIC1,0.711,1.731795,0.211,39
4236,RRBP1,0.751,1.708872,0.251,39
4237,GPX1,0.731,1.694199,0.231,39
4238,MSN,0.704,1.650198,0.204,39
4239,CREG1,0.725,1.641235,0.225,39
4240,TPM3-RS7,0.702,1.631400,0.202,39
4241,LAMP2,0.704,1.522471,0.204,39
4242,TIMP2,0.705,1.496183,0.205,39
4243,QK,0.707,1.462699,0.207,39
4244,FTH1,0.853,1.383409,0.353,39
4245,TPM3,0.707,1.355049,0.207,39
4246,LAMP1,0.743,1.274744,0.243,39
4247,RPS9,0.740,1.227865,0.240,39
4248,GM9843,0.764,1.151216,0.264,39
4249,RPL32,0.759,1.139049,0.259,39
4250,RPS26,0.720,1.130727,0.220,39
4251,RPLP1,0.801,1.070725,0.301,39
4252,ANP32A,0.299,-1.167042,0.201,39
4253,HSP90AA1,0.239,-1.203183,0.261,39
4254,LDHA,0.291,-1.203661,0.209,39
4255,PKM,0.295,-1.277540,0.205,39
4256,NDUFA4,0.273,-1.304189,0.227,39
4257,MAP1B,0.294,-1.335660,0.206,39
4258,SYT1,0.285,-1.366615,0.215,39
4259,FAM57B,0.292,-1.413749,0.208,39
4260,NRL,0.279,-1.427076,0.221,39
4261,ROM1,0.235,-1.486101,0.265,39
4262,ANP32E,0.287,-1.504556,0.213,39
4263,TULP1,0.220,-1.539643,0.280,39
4264,SLC25A4,0.273,-1.541158,0.227,39
4265,MGARP,0.256,-1.541918,0.244,39
4266,CPE,0.268,-1.556102,0.232,39
4267,TMA7,0.277,-1.583630,0.223,39
4268,SNAP25,0.275,-1.599132,0.225,39
4269,PDE6G,0.205,-1.660203,0.295,39
4270,RS1,0.254,-1.663552,0.246,39
4271,PRPH2,0.191,-1.751501,0.309,39
4272,RCVRN,0.213,-1.764180,0.287,39
4273,GNAT1,0.205,-1.772742,0.295,39
4274,SLC24A1,0.261,-1.776117,0.239,39
4275,EPB4.1,0.280,-1.821400,0.220,39
4276,PDE6A,0.290,-1.837114,0.210,39
4277,GNGT1,0.172,-1.846910,0.328,39
4278,NEUROD1,0.248,-1.869328,0.252,39
4279,UNC119,0.209,-1.871789,0.291,39
4280,A930011O12RIK,0.254,-1.877904,0.246,39
4281,STX3,0.288,-1.894001,0.212,39
4282,CNGA1,0.243,-1.905085,0.257,39
4283,HMGN1,0.165,-1.905216,0.335,39
4284,NR2E3,0.237,-1.943295,0.263,39
4285,RHO,0.166,-1.984178,0.334,39
4286,GNB1,0.182,-2.006714,0.318,39
4287,PDC,0.163,-2.033191,0.337,39
4288,PDE6B,0.205,-2.102541,0.295,39
4289,RPGRIP1,0.221,-2.105338,0.279,39
4290,SAG,0.154,-2.197799,0.346,39
4291,RP1,0.197,-2.359118,0.303,39
